都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,備考
442011,202,大分県,大分市,高田幼稚園,,大分市大字下徳丸３８番地の４,,33.21166,131.689638,,097-521-1902,,,,,,,,,,
442011,203,大分県,大分市,松岡幼稚園,,大分市大字松岡5047番地,,33.179691,131.667324,,097-520-0305,,,,,,,,,,
442011,204,大分県,大分市,東稙田幼稚園,,大分市田尻５１２番地の２,,33.186187,131.597301,,097-541-2964,,,,,,,,,,
442011,205,大分県,大分市,宗方幼稚園,,大分市松が丘一丁目２４番２号,,33.204823,131.576831,,097-541-4949,,,,,,,,,,
442011,206,大分県,大分市,大在幼稚園,,大分市大字横田1丁目15番16号,,33.248824,131.718734,,097-592-0217,,,,,,,,,,
442011,207,大分県,大分市,坂ノ市幼稚園,,大分市大字坂ノ市中央5丁目8番30号,,33.233021,131.757398,,097-592-0491,,,,,,,,,,
442011,208,大分県,大分市,佐賀関幼稚園,,大分市大字関１１０４番地,,33.246134,131.874527,,097-575-0444,,,,,,,,,,
442011,209,大分県,大分市,大分西部公民館,,大分市王子新町５番１号,,33.237263,131.589835,,097-543-4938,,,,,,,,,,
442011,210,大分県,大分市,明治明野公民館,,大分市明野北四丁目７番８号,,33.228655,131.658321,,097-553-3838,,,,,,,,,,
442011,211,大分県,大分市,鶴崎公民館,,大分市東鶴崎一丁目１番７号,,33.241232,131.695707,,097-527-2671,,,,,,,,,,
442011,212,大分県,大分市,坂ノ市公民館,,大分市坂ノ市西一丁目１０番６号,,33.228194,131.74728,,097-592-0735,,,,,,,,,,
442011,213,大分県,大分市,大在公民館,,大分市政所一丁目４番１８号,,33.246738,131.723729,,097-592-0304,,,,,,,,,,
442011,214,大分県,大分市,稙田公民館,,大分市大字玉沢７８９番地,,33.188089,131.577481,,097-541-0017,,,,,,,,,,
442011,215,大分県,大分市,南大分公民館,,大分市豊饒三丁目９番２６号,,33.207402,131.592713,,097-544-6688,,,,,,,,,,
442011,216,大分県,大分市,大分南部公民館,,大分市大字曲１１１３番地,,33.202028,131.612061,,097-568-0055,,,,,,,,,,
442011,217,大分県,大分市,大南公民館,,大分市大字中戸次４４９１番地の２,,33.156712,131.658897,,097-597-0259,,,,,,,,,,
442011,218,大分県,大分市,野津原公民館,,大分市大字野津原２８８５番地,,33.159228,131.524505,,097-588-0043,,,,,,,,,,
442011,219,大分県,大分市,大分東部公民館,,大分市日吉町３番１号,,33.245464,131.64998,,097-556-8818,,,,,,,,,,
442011,220,大分県,大分市,上宗方公民館,,大字大字上宗方１２４６番地,,33.200294,131.581604,,097-541-0591,,,,,,,,,,
442011,221,大分県,大分市,敷戸校区公民館,,大分市敷戸西町１－７,,33.187412,131.622986,,097-569-8814,,,,,,,,,,
442011,222,大分県,大分市,高尾台公民館,,大分市高尾台二丁目１１番４号,,33.233486,131.584106,,,,,,,,,,,,
442011,223,大分県,大分市,陽光台公民館,,大分市大字迫９番地の４４,,33.22228306,131.7010389,,,,,,,,,,,,
442011,224,大分県,大分市,高崎公民館,,大分市高崎３丁目３-８,,33.233376,131.580658,,097-545-7973,,,,,,,,,,
442011,225,大分県,大分市,堂園公民館,,大分市大字関園６６の３,,33.216164,131.694321,,,,,,,,,,,,
442011,226,大分県,大分市,住吉校区公民館,,大分市泉町１９３２－１９,,33.249622,131.612335,,097-537-8357,,,,,,,,,,
442011,227,大分県,大分市,大道校区公民館,,大分市大道町１－６－３２,,33.233406,131.601517,,097-545-7245,,,,,,,,,,
442011,228,大分県,大分市,春日校区公民館,,大分市王子北町３－２０,,33.243664,131.5923,,097-533-1003,,,,,,,,,,
442011,229,大分県,大分市,滝尾校区公民館,,大分市羽田５８９－１,,33.213711,131.633926,,097-567-2221,,,,,,,,,,
442011,230,大分県,大分市,下郡校区公民館,,大分市下郡北３－１９－１０,,33.229649,131.632904,,097-568-0762,,,,,,,,,,
442011,231,大分県,大分市,森岡校区公民館,,大分市津守３０７,,33.210823,131.619797,,097-568-5221,,,,,,,,,,
442011,232,大分県,大分市,寒田校区公民館,,大分市寒田８１６－４,,33.1856,131.605453,,097-568-9442,,,,,,,,,,
442011,233,大分県,大分市,鴛野校区公民館,,大分市鴛野１０８－１,,33.182018,131.619507,,097-567-4988,,,,,,,,,,
442011,234,大分県,大分市,明治校区公民館,,大分市猪野２２－１,,33.218742,131.665848,,097-599-7700,,,,,,,,,,
442011,235,大分県,大分市,三佐校区公民館,,大分市三佐５－１－３３,,33.253262,131.680481,,097-521-1876,,,,,,,,,,
442011,236,大分県,大分市,鶴崎校区公民館,,大分市中鶴崎１－１０－１３,,33.240622,131.690451,,097-522-3796,,,,,,,,,,
442011,237,大分県,大分市,別保校区公民館,,大分市森町８０４－１,,33.227882,131.682526,,097-522-2469,,,,,,,,,,
442011,238,大分県,大分市,高田校区公民館,,大分市南４－１,,33.212055,131.687866,,097-521-8290,,,,,,,,,,
442011,239,大分県,大分市,川添校区公民館,,大分市宮河内４５４７－１,,33.200066,131.699127,,097-529-2388,,,,,,,,,,
442011,240,大分県,大分市,松岡校区公民館,,大分市松岡５０６３－１,,33.180984,131.665604,,097-520-0507,,,,,,,,,,
442011,241,大分県,大分市,竹中校区公民館,,大分市竹中４９１５,,33.127953,131.648743,,097-597-3021,,,,,,,,,,
442011,242,大分県,大分市,吉野校区公民館,,大分市辻５１２,,33.11467,131.690826,,097-595-0415,,,,,,,,,,
442011,243,大分県,大分市,東稙田校区公民館,,大分市田尻５０１－１,,33.186817,131.596817,,097-541-0030,,,,,,,,,,
442011,244,大分県,大分市,横瀬校区公民館,,大分市横瀬１１０９－５,,33.186737,131.540695,,097-541-5281,,,,,,,,,,
442011,245,大分県,大分市,稙田校区公民館,,大分市木の上３８０－３,,33.184111,131.56516,,097-541-3168,,,,,,,,,,
442011,246,大分県,大分市,丹生校区公民館,,大分市佐野４２２３,,33.217014,131.723312,,097-593-2192,,,,,,,,,,
442011,247,大分県,大分市,津留校区公民館,,大分市中津留１－５－７,,33.244007,131.629059,,097-558-4014,,,,,,,,,,
442011,248,大分県,大分市,東大分校区公民館,,大分市萩原２－１０－７,,33.246593,131.640076,,097-558-4756,,,,,,,,,,
442011,249,大分県,大分市,三ヶ田町公民館,,大分市三ケ田町一丁目１０番１７号,,33.256561,131.683655,,－,,,,,,,,,,
442011,250,大分県,大分市,尼ヶ瀬公民館,,大分市尼ヶ瀬二丁目６番１８号,,33.20755682,131.5833442,,－,,,,,,,,,,
442011,251,大分県,大分市,豊饒公民館,,大分市豊饒三丁目１１番５７号,,33.207588,131.595749,,097-545-4526,,,,,,,,,,
442011,252,大分県,大分市,田中町公民館,,大分市田中町二丁目５番１７号,,33.186474,131.55896,,097-545-4518,,,,,,,,,,
442011,253,大分県,大分市,明磧町公民館,,大分市明磧町二丁目９番３６号,,33.212933,131.650864,,097-543-9240,,,,,,,,,,
442011,254,大分県,大分市,畑中公民館,,大分市畑中四丁目７番２２号,,33.205124,131.592285,,097-545-8484,,,,,,,,,,
442011,255,大分県,大分市,大分市美術館,,大分市大字上野８６５番地,,33.223333,131.601789,,097-554-5800,,,,,,,,,,
442011,256,大分県,大分市,アートプラザ,,大分市荷揚町３番３１号,,33.240574,131.609522,,097-538-5000,,,,,,,,,,
442011,257,大分県,大分市,大分市歴史資料館,,大分市大字国分９６０番地の１,,33.195179,131.552857,,097-549-0880,,,,,,,,,,
442011,258,大分県,大分市,平和市民公園能楽堂,,大分市牧緑町１番３０号,,33.240178,131.634997,,097-551-5511,,,,,,,,,,
442011,259,大分県,大分市,丹生温泉,,大分市大字丹生１１８９番地,,33.21928,131.711914,,097-522-1610,,,,,,,,,,
442011,260,大分県,大分市,佐野植物公園,,大分市大字佐野３４５２番地の２,,33.2034,131.726133,,097-593-3570,,,,,,,,,,
442011,261,大分県,大分市,大分市海部古墳資料館,,大分市大字里６４６番地の１,,33.235485,131.739227,,097-524-2300,,,,,,,,,,
442011,262,大分県,大分市,高崎山自然動物園,,大分市大字神崎３０９８番地１,,33.257755,131.532769,,097-532-5010,,,,,,,,,,
442011,263,大分県,大分市,高崎山おサル館,,大分市大字神崎３０７８番地４０,,33.254906,131.525269,,097-532-5010,,,,,,,,,,
442011,264,大分県,大分市,田ノ浦ビーチ,,大分市大字神崎４２５３,,33.250095,131.554642,,097-537-7458,,,,,,,,,,
442011,265,大分県,大分市,大分市関崎海星館,,大分市大字佐賀関４０５７番地の４１９,,33.265049,131.896851,,097-574-0100,,,,,,,,,,
442011,266,大分県,大分市,ホルトホール大分,,大分市金池町１丁目５番１号,,33.230524,131.60586,,097-546-1919,,,,,,,,,,
442011,267,大分県,大分市,大分市営陸上競技場,,大分市西浜１番１号,,33.24604111,131.6231731,,097-558-0613,,,,,,,,,,
442011,268,大分県,大分市,大分市営温水プール,,大分市西浜１番１４号,,33.246372,131.625229,,097-558-1127,,,,,,,,,,
442011,269,大分県,大分市,南大分体育館,,大分市豊饒一丁目１番１号,,33.20888,131.600709,,097-546-7010,,,,,,,,,,
442011,270,大分県,大分市,南大分移動屋根式プール,,大分市豊饒一丁目４番１号,,33.208569,131.596832,,097-543-3122,,,,,,,,,,
442011,271,大分県,大分市,豊後規格大分駄原テニスコート,,大分市新春日町一丁目２８８１番地１８,,33.23290645,131.5919671,,097-543-1573,,,,,,,,,,
442011,272,大分県,大分市,大分市宇曽山荘,,大分市大字入蔵６３５番地の１,,33.139671,131.543716,,097-588-0801,,,,,,,,,,
442011,273,大分県,大分市,大分市公設地方卸売市場,,大分市豊海三丁目２番１号,,33.256432,131.610443,,097-533-3113,,,,,,,,,,
442011,274,大分県,大分市,碩田学園,,大分市碩田二丁目５番６０号,,33.24649,131.609512,,097-534-6359,,,,,,,,,,
442011,275,大分県,大分市,野津原小学校,,大分市野津原１７７４番地の１,,33.163826,131.527313,,097-588-0044,,,,,,,,,,
442011,276,大分県,大分市,旧木佐上小学校体育館,,大分市大字木佐上８１７,,33.211426,131.804764,,,,,,,,,,,,
442011,277,大分県,大分市,旧大志生木小学校体育館,,大分市大字志生木２０７－１,,33.230618,131.846191,,,,,,,,,,,,
442011,278,大分県,大分市,旧野津原中部小学校体育館,,大分市大字竹矢２１０８－１,,33.146077,131.509893,,,,,,,,,,,,
442011,279,大分県,大分市,旧野津原西部小学校体育館,,大分市大字上詰７０４－１,,33.121996,131.478036,,,,,,,,,,,,
442011,280,大分県,大分市,旧中島小学校体育館,,大分市中島西二丁目１番６２号,,33.243932,131.608466,,,,,,,,,,,,
442011,281,大分県,大分市,弁天水資源再生センター,,大分市弁天四丁目１番１号,,33.25249822,131.6147912,,097-536-3291,,,,,,,,,,
442011,282,大分県,大分市,大分大学旦野原キャンパス,,大分市大字旦野原７００番地,,33.1748,131.613189,,097-554-7409,,,,,,,,,,
442011,283,大分県,大分市,大分大学王子キャンパス,,大分市王子新町１番１号,,33.238071,131.590774,,097-543-7904,,,,,,,,,,
442011,284,大分県,大分市,大分工業高等専門学校,,大分市大字牧１６６６,,33.23335,131.650768,,097-552-6079,,,,,,,,,,
442011,285,大分県,大分市,日本文理大学,,大分市大字一木１７２７,,33.230828,131.723886,,097-592-1600,,,,,,,,,,
442011,286,大分県,大分市,日本文理大学第３学生寮,,大分市大字城原２７３１－１,,33.240616,131.725342,,097-592-0551,,,,,,,,,,
442011,287,大分県,大分市,岩田学園,,大分市岩田町１－１－１,,33.237267,131.625909,,097-558-3007,,,,,,,,,,
442011,288,大分県,大分市,大分高等学校,,大分市明野高尾１丁目６番１号,,33.213548,131.651075,,097-551-1101,,,,,,,,,,
442011,289,大分県,大分市,大分国際情報高等学校,,大分市新貝１１番４０号,,33.248127,131.646685,,097-558-3734,,,,,,,,,,
442011,290,大分県,大分市,平松学園　大分東明高等学校,,大分市千代町２丁目４番４号,,33.244571,131.605717,,097-535-0201,,,,,,,,,,
442011,291,大分県,大分市,平松学園　向陽中学校,,大分市千代町２丁目４番４号,,33.244755,131.605634,,097-535-0201,,,,,,,,,,
442011,292,大分県,大分市,楊志館高等学校,,大分市桜ヶ丘７番８号,,33.227101,131.604523,,097-543-6711,,,,,,,,,,
442011,293,大分県,大分市,学校法人岩田学園・岩田中学校・高等学校,,岩田町一丁目１番１号,,33.237267,131.625909,,097-558-3007,,,,,,,,,,
442011,294,大分県,大分市,日本文理大学陸上競技場,,大分市大字一木２０８９－１,,33.229259,131.707016,,097-592-1600,,,,,,,,,,
442011,295,大分県,大分市,日本文理大学野球場,,大分市大字一木７２６－２１,,33.222897,131.722855,,097-593-4743,,,,,,,,,,
442011,296,大分県,大分市,日本文理大学サッカー場,,大分市大字政所２３８６－２,,33.23402,131.722748,,097-592-2004,,,,,,,,,,
442011,297,大分県,大分市,社会福祉法人白菊会　泉町保育園,,大分市泉町１０－５,,33.249765,131.61241,,097-535-0611,,,,,,,,,,
442011,298,大分県,大分市,旦の原保育園,,大分市高江北二丁目８番,,33.169467,131.616217,,097-554-3386,,,,,,,,,,
442011,299,大分県,大分市,社会福祉法人姫山会　寒田ひめやま保育園,,大分市寒田南町一丁目,,33.178688,131.605523,,097-568-9655,,,,,,,,,,
442011,300,大分県,大分市,社会福祉法人大分県福祉会　滝尾保育園,,大分市大字羽田４５６番地,,33.216574,131.632632,,097-569-3384,,,,,,,,,,
442011,301,大分県,大分市,社会福祉法人若葉会　桃園保育園,,大分市大字千歳井ノ久保１８９２－１,,33.236741,131.671183,,097-551-3554,,,,,,,,,,
442011,302,大分県,大分市,社会福祉法人守山会　南大分保育園,,大分市羽屋新町３組,,33.213824,131.602523,,097-543-6406,,,,,,,,,,
442011,303,大分県,大分市,社会福祉法人大分県福祉会　明野しいのみ保育園,,大分市明野西二丁目２５番２号,,33.230489,131.64663,,097-558-2211,,,,,,,,,,
442011,304,大分県,大分市,社会福祉法人あすなろ会　津守あすなろ保育園,,大分市津守１１組,,33.214686,131.620188,,097-567-6625,,,,,,,,,,
442011,305,大分県,大分市,社会福祉法人愛光会　上野愛光保育園,,大分市上野丘西２３－１９,,33.22049,131.613522,,097-544-5411,,,,,,,,,,
442011,306,大分県,大分市,社会福祉法人永生会　高田のぞみ保育園,,大分市大字関園７４７番地,,33.212728,131.689126,,097-524-0801,,,,,,,,,,
442011,307,大分県,大分市,社会福祉法人あすなろ会　富士見ヶ丘あすなろ保育園,,大分市富士見が丘東二丁目１８番１３号,,33.184841,131.54805,,097-542-1112,,,,,,,,,,
442011,308,大分県,大分市,デイサービスセンター　鳩（きゅう）,,大分市上宗方１３５２－１,,33.202335,131.582809,,097-541-6639,,,,,,,,,,
442011,309,大分県,大分市,大分中央ゴルフクラブ,,大分市大字横瀬字灰瀬戸３１７４番３,,33.182095,131.520248,,097-558-1331,,,,,,,,,,
442011,310,大分県,大分市,大分竹中カントリークラブ,,大分市大字竹中４３９１番地,,33.135174,131.641739,,097-597-3180,,,,,,,,,,
442011,311,大分県,大分市,大分竹中カントリークラブ　吉野コース,,大分市萩尾１０６３－９,,33.118832,131.67244,,097-595-1085,,,,,,,,,,
442011,312,大分県,大分市,大分竹中カントリークラブ　月形コース,,大分市大字月形１１２２番地,,33.108498,131.706787,,097-595-1084,,,,,,,,,,
442011,313,大分県,大分市,大分東急ゴルフクラブ,,大分市大字広内２２７番地１,,33.175343,131.723053,,097-529-2311,,,,,,,,,,
